name_first,gender,probability,count
wilhelmus johannes franciscus,,,
frans willem auguste maria,,,
reinard,male,1,1
dirkjan,male,1,1
rienk,male,1,1
dagobert,male,1,1
hielke,male,1,1
christoffel,male,1,1
winand,male,1,1
johan alexander,male,1,1
lutsen,male,1,1
iwo,female,1,1
froukje,female,1,1
ingen,male,1,1
gerko,male,1,1
vojkan,male,1,2
christophorus,male,1,2
anko,male,1,2
richele,female,1,3
tjerk,male,1,3
marchel,male,0.67,3
mathan,male,1,3
ebe,male,0.75,4
jolande,female,1,5
hans martin,male,1,5
vincentius,male,1,6
gertrude,female,1,7
coenraad,male,1,7
annelize,female,1,9
boen,male,1,9
tako,female,0.73,11
ruud,male,0.92,12
bernarda,female,0.86,14
marijn,male,0.6,15
aldana,female,0.96,28
panagiota,female,1,26
lotta,female,1,77
amor,female,0.67,36
lovisa,female,0.88,32
fahmi,male,0.96,26
benyahia,,,
eiwe,,,
sigun,,,
johansson,,,
hans-bertil,,,
karl-anders,,,
bengt-erik,,,
martin nils,,,
kauthar,,,
lars-berno,,,
broch,,,
bo-ragnar,,,
feridon,,,
bjorg,,,
nikas,,,
guocai,,,
krasnodar,,,
sharokh,,,
sirac,,,
thoas,,,
mans folke,,,
charilaos,,,
inqe,,,
lars-ivar,,,
bror lennart,,,
rune johan,,,
weng-onn,,,
gert ove,,,
sarandis,,,
gorgen,,,
maycel,,,
mats gunnar henrik,,,
hans-goran,,,
genaidy,,,
hulthen,,,
naslund,,,
marcua,,,
lars-ola,,,
karl-gustav,,,
rangne,,,
bo lngvar,,,
almgren,,,
per-olow,,,
hans-owe,,,
jan-evert,,,
per ingemar,,,
per olof magnus,,,
karl-gosta,,,
karuppasamy,,,
sjoo,,,
ladislal,,,
maorong,,,
sven-christer,,,
azimeh,,,
shabira,,,
stefar,,,
zicai,,,
shirzad,,,
svanbro,,,
sven-goran,,,
michael john george,,,
hans niklas,,,
lars-anders,,,
bjom,,,
lis-mari,,,
tauno,male,1,1
tor-arne,male,1,1
salme,female,1,1
sauli,male,1,1
bengt-ove,male,1,1
latchezar,male,1,1
edas,male,1,1
per magnus,male,1,1
bengt-arne,male,1,2
charlott,female,1,2
mehri,female,1,3
ann-margret,female,1,3
sergy,male,1,4
lanna,female,1,5
gunnel,female,1,5
ann-sofi,female,1,6
ebi,male,0.64,11
eilert,male,1,13
carita,female,1,19
mattis,male,1,19
tsui,male,0.57,21
teh,male,0.82,33
vicknesh s/o,,,
gan-moog,,,
chui seng,,,
kien beng,,,
han-guan,,,
kok chuan,,,
pow-hing,,,
eng-chuan,,,
caozheng,,,
yumeng,,,
kok wee,,,
yeo-ming,,,
fwu-shan,,,
hin hwa,,,
hak-lay,,,
geok,,,
shian yeu,,,
weng sing,,,
xueren,,,
tianya,,,
ravishanker,,,
saik,,,
meisheng,,,
voon ho,,,
xizu,,,
shao-hui,,,
wee yao huang,,,
chai-yen,,,
siang huei,,,
purakh raj,,,
mingping,,,
sundaramoorthy,,,
swam,,,
tih-shih,,,
loganath,,,
kiansoon,,,
purakh,,,
toh onn,,,
chung chiet,,,
suhanya,,,
boon nam,,,
chee tat,,,
ying-chiang,,,
diao,,,
joo hwee,,,
liang chee,,,
yoke leng,,,
shuet theng,,,
linnah,,,
periyathiruvadi,,,
ajharali,,,
shao-fu sanford,,,
seng-yee,,,
tan pee,,,
wingshenq,,,
wen chong lex,,,
armand kertoputro,,,
thart fah,,,
ko khee,,,
chiew-teng,,,
yayue,,,
ashedah,,,
da-jiang,,,
yew-tat,,,
haobing,,,
angadu,,,
chin phek,,,
khairullah,,,
elstan,,,
swee leong,,,
viswanadam,,,
ulung,,,
chee meng,,,
choonkiat,,,
antonio jr b,,,
tien-ming,,,
keenyip,,,
jafer,,,
kerser,,,
hong-shao,,,
dhivakar,,,
ruicheng,,,
yung kuan,,,
chuanchu,,,
yih-shun,,,
boon tin,,,
chorshan,,,
wee chin,,,
kai-koon,,,
yuangang,,,
kiat-seng,,,
saigui,,,
phit,,,
herr cheun,,,
luona,,,
seeteck,,,
siew pern,,,
pooi kwan,,,
sutthiphong,,,
yee-ling,,,
jian jun,,,
vince chan seng,,,
honyu,,,
ede-phang,,,
swee chong peter,,,
meow koon,,,
kai how,,,
poo,,,
zhongkang,,,
mun hoe,,,
tseh lih,,,
xiang chao,,,
ban-ho,,,
kasuhiko,,,
woon liang,,,
dethau,,,
wing-kong,,,
chun hong,,,
xinlong,,,
djohni,,,
appukuttan,,,
mingchou,,,
lai yong,,,
fang hong,,,
yawen,,,
joo chuan,,,
seng-wah,,,
hoo-yin,,,
lee-lee,female,1,1
kriangsak,male,1,1
wanjin,male,1,1
chaw,female,1,1
chuin,female,1,1
shaoyong,male,1,1
jayachandran,male,1,1
wai hon,male,1,1
piau,female,1,1
chivukula,male,1,1
chiu wing,male,1,2
sakti,male,1,2
samsudin,male,1,3
joly,female,0.67,3
eyleen,female,1,4
oi,male,0.75,4
mariati,female,1,4
pow,female,0.8,5
toong,male,0.86,7
florina,female,1,8
phyo,male,0.56,9
torres,male,0.6,10
pee,male,0.84,19
ya-li,female,1,33
steff,female,0.76,37
titan,male,0.97,32
zen-jey,,,
tser wen,,,
tu-kun,,,
kun-jung,,,
wei-po,,,
chung-hsiu,,,
mu-sung,,,
ming-ho,,,
chia-ko,,,
chau-yuan,,,
hsi-ching,,,
tsung-mou,,,
tai-long,,,
qui-ting,,,
ying-ru,,,
sung-yie,,,
jui-ju,,,
ju-lin,,,
jeng-shong,,,
shan-jen,,,
chuan-hsien,,,
chii-wann,,,
ru-ling,,,
ko-wen,,,
ta-te,,,
zheng-wei,,,
chuan-ting,,,
pei-ru,,,
hsien-chen,,,
feng-nien,,,
chu-keng,,,
yung-chih,,,
sheng-fang,,,
cher-chung,,,
chong-jeh,,,
been-ren,,,
ting-jen,,,
kwan-hwa,,,
wei-lin,,,
marappan,,,
chun-fong,,,
lin-chin,,,
si-chen,,,
ju-te,,,
che-rong,,,
ming-chen,,,
chien-wu,,,
jaan-huei,,,
forli,,,
shun-nan,,,
ming-wei,,,
ping-hui,,,
yeh-ji,,,
chien-ru,,,
bo-ru,,,
tsan-hung,,,
shuo-nan,,,
shih-pu,,,
szu-an,,,
ji-yin,,,
jeng-hsing,,,
shang-yun,,,
yi-shien,,,
jung-kuei,,,
chiung-wei,,,
lu-yi,,,
hsingmao,,,
bo-jhang,,,
yeh-chi,,,
shiuan-leh,,,
heng-yen,,,
kun-shin,,,
shih-siang,,,
kuei-pin,,,
chih-sien,,,
hsin-an,,,
shih-pei,,,
ko-yin,,,
chueh-pin,,,
chinyue,,,
ying-ren,,,
sao-hsia,,,
jui-yen,,,
shih-huei,,,
pui-ren,,,
chao hsi,,,
li-yue,,,
shan-chi,,,
hong-ching,,,
wu-shih,,,
ching-ho,,,
chun-leon,,,
tien-hsiang,,,
shaw-yuan,,,
yung-fang,,,
chi-chieh,,,
lai-fu,,,
hung-chung,,,
jiong-guang,,,
wei-sung,,,
wan-lai,,,
tain-wen,,,
hsien-min,,,
shao-chieh,,,
hsien-jung,,,
kun-chung,,,
chun-guey,,,
mei-chao,,,
yan-jie,,,
ming-shui,,,
han-lin,,,
chen-pin,,,
janq-kang,,,
ching-lun,,,
shiue tsong,,,
shau-an,,,
jung-kuang,,,
men-chi,,,
roy yuan shik,,,
rih-yang,,,
chih-hsieh,,,
jin-chern,,,
mei-hung,,,
jung-chiuan,,,
hsun-chang,,,
ping-lang,,,
chyi-liang,,,
jer-liang,,,
tung-hao,,,
i-cherng,,,
tz-bin,,,
wann-hsin,,,
ya-ru,,,
wei-yao,,,
dao-yang,,,
chu-min,,,
ke-chin,,,
chih-shiang,,,
yi-shao,,,
jong-yuh,,,
kai-lan,,,
hsin chia,,,
hsiao-fung,,,
ze-ming,,,
tzu-hai,,,
kuan-chun,,,
chwen-tay,,,
sin-shun,,,
meng-li,,,
wen-shu,,,
ben-tien,,,
yin-nien,,,
tsung-chih,,,
sheng wei,,,
te-hsun,,,
cheng-chiao,,,
wei-kung,,,
ling-wuu,,,
wun-jie,,,
kung-chao,,,
ta-lee,,,
shuo-jieh,,,
hsin-fu,,,
chang-chien,,,
jia-chong,,,
chang-yin,,,
shiun-chang,,,
li-shiun,,,
ching-che,,,
shou-gwo,,,
jen-chen,,,
po-hsu,,,
ya-juan,,,
hsiang-po,,,
pei-ming,,,
hua-ming,,,
yuan-chung,,,
hsuan-li,,,
chwu-wuang,,,
hou-cheng,,,
jen-shun,,,
ku-han,,,
chai-liang,,,
wen-ju,,,
hsien-pin,,,
cheng-lan,,,
sung-hsien,,,
tzu-shin,,,
yen-sung,,,
chen-hsueh,,,
ching yuan,,,
pei-jung,,,
yu-shuo,,,
yi-fong,,,
sin-in,,,
lee-tsung,,,
sen-cheng,,,
teng-chia,,,
tien-wan,,,
ko-po,,,
wei-zen,,,
chin-tan,,,
yeh-hsiang,,,
pao-hsien,,,
ju-kau,,,
ying-hsien,,,
pang-chin,,,
liang-shu,,,
chia-shang,,,
ming-fei,,,
shih-jan,,,
shang-yen,,,
hsiao-lieh,,,
kuang-chun,,,
wen-tso,,,
yung-chm,,,
hsiu-min,,,
li-key,,,
ming-hai,,,
horng-tsung,,,
yi-te,,,
da-yong,,,
pi-hua,,,
jia-hung,,,
sz-shian,,,
kao-shang,,,
wu-yu,,,
hsiao-ling,,,
ying-zong,,,
yan-zuo,,,
nien-tsu,,,
ping-yeng,,,
bo-nan,,,
dai-liang,,,
tse-hung,,,
shyuan-jeng,,,
hong-kang,,,
keng-chung,,,
yu sheng,,,
maw-zan,,,
sheng-chun,,,
peng-yuan,,,
tse-han,,,
leii h,,,
chi kang,,,
hai-yuan,,,
jau-jiu,,,
ching-ning,,,
tuung,,,
shih-chen,,,
tong-yu,,,
yung-hao,,,
wenpin,,,
yu-nan,,,
ta-hung,,,
shao-chang,,,
li-shan,,,
kao-hsiung,,,
shyr-long,,,
hsi-kuei,,,
kai-teng,,,
chan-li,,,
jhy-yeong,,,
fang-jun,,,
su-yung,,,
yeong-her,,,
jiun-lin,,,
hua-tai,,,
mu-jung,,,
pang-an,,,
han-fang,,,
chung-bin,,,
hui-jan,,,
yu-pao,,,
maujy,,,
hsien-june,,,
hsu-min,,,
yi sheng,,,
sheng-li,,,
shu-sheng,,,
jr-ren,,,
han-pin,,,
horng-bin,,,
ming-ko,,,
jian-dau,,,
sin-dun,,,
fang chi,,,
rui-qi,,,
chin-tuan,,,
i-jen,,,
ching-min,,,
hsiu-hua,,,
teng-hui,,,
chien-lin,,,
jo-fang,,,
ting-kang,,,
yao-te,,,
chin-hsin,,,
kuang-peng,,,
wen-ren,,,
chun-chun,,,
hsueh-wang,,,
kui-chiang,,,
chien-long,,,
hungh-hsiang,,,
liang-tang,,,
an-tao,,,
ju-chung,,,
chin-tarng,,,
jan-kan,,,
ting-chou,,,
ging-ho,,,
huey-chun,,,
gen-hung,,,
hsiang-wei,,,
kai-tsung,,,
miao-ju,,,
yueh-hui,,,
chun-mu,,,
tsui-ling,,,
i-kai,,,
yun-nan,,,
kuan-ren,,,
yang-kai,,,
bor-jyh,,,
jun-chang,,,
feng yu,,,
shih-chan,,,
kuo-ting,,,
li-chi,,,
chiu-hsiung,,,
jian-fu,,,
kao-yi,,,
der-ju,,,
chee-wen,,,
jiao-lin,,,
po-hsiung,,,
mao-fu,,,
che yuan,,,
shean-ren,,,
haw-chuan,,,
chao-hsing,,,
chung-pao,,,
lu-ming,,,
hsu-keng,,,
gwo-yuh,,,
chien-chiu,,,
ku-ming,,,
jhih-siang,,,
cheng-shiun,,,
che-li,,,
kung-tsun,,,
jenn-tsair,,,
tzu-lan,,,
ko-chiang,,,
fang-ching,,,
mender,,,
ken-chih,,,
lang-ching,,,
chien-i,,,
tung-an,,,
sheng-hun,,,
tsun-neng,,,
hsi tan,,,
tsung-kui,,,
chyi-lang,,,
horng chih,,,
kuan-hui,,,
nan-hsiang,,,
cheng-tsuen,,,
ta-gang,,,
yunn-shiuan,,,
wu chung,,,
hsing-yeu,,,
cheng-kuan,,,
ked lan,,,
ping-fu,,,
kou-sing,,,
san-yang,,,
je-wei,,,
chung wen,,,
geo-ry,,,
ming-tan,,,
yung-tien,,,
chun-tsai,,,
kai-lun,,,
chao-feng,,,
sheng-yun,,,
rey-chin,,,
hsiu-kang,,,
chiou-ying,,,
man ning,,,
hsueh-wei,,,
long-huw,,,
wei-tse,,,
hsung-hsing,,,
meng-ju,,,
jian-chao,,,
shih-chiang,,,
feng-ying,,,
meng-yong,,,
yao-zong,,,
ling-hung,,,
chi-tien,,,
kun-pin,,,
jing-lung,,,
shang-ping,,,
hsueh-chih,,,
keko-chun,,,
ping-yueh,,,
chi-ting,,,
je-hao,,,
feng-shou,,,
ju-song,,,
song-yeu,,,
hann-ping,,,
chieh-wei,,,
kuang-chieh,,,
chin-yueh,,,
chaochieh,,,
te-yao,,,
meng wei,,,
chi-pang,,,
tahui,,,
tung po,,,
fu-ting,,,
mingh-hsing,,,
sheng-hsu,,,
te-tsai,,,
kuan-hsun,,,
liang-tai,,,
kuo ching,,,
kan-chei,,,
wei-nan,,,
jyh-yu,,,
yan-yu,,,
jian-you,,,
tien-shu,,,
tsung-huan,,,
siew-seong,,,
hsiao-chien,,,
yue-fei,,,
wen-san,,,
chuang-shu,,,
ming liang,,,
tien-chung,,,
chen yuan,,,
yun-chien,,,
hong-cheu,,,
tien-fa,,,
shun-ten,,,
chieh-ju,,,
tsung-tien,,,
sheng-ren,,,
isaac y,,,
kuei-lu,,,
jing-ling,,,
sheng-tsun,,,
ren-zong,,,
ko-shun,,,
jiun-tyng,,,
jiang-wei,,,
chunhung,,,
chuan-ying,,,
i-ju,,,
hsiao-yuan,,,
huey-wen,,,
hsi-che,,,
liahng-yirn,,,
bor-luen,,,
hung-chan,,,
rong-huay,,,
hsin-tse,,,
chang-pin,,,
tsung-chien,,,
bing-jei,,,
chiech-yi,,,
hsien-chi,,,
tsuoe-hsiang,,,
kai-chang,,,
lung-hung,,,
jer-wei,,,
sy-yuan,,,
jung-chun,,,
wu-hsuan,,,
wan-perng,,,
tun-chieh,,,
chia-tin,,,
shin-chi,,,
shyy-woei,,,
cho-hsin,,,
der-tsyr,,,
jiaw-ren,,,
ying-chou,,,
chin-shan,,,
fu-ching,,,
yong-en,,,
ruey-yun,,,
fu-yi,,,
sung-wen,,,
pao-chu,,,
ying-chung,,,
sheng-hsiang,,,
bo-er,,,
tso-sung,,,
hung-ching,,,
chih wei,,,
chia-hsiu,,,
liang-hsiang,,,
i-jung,,,
yuan-po,,,
liu-yi,,,
shiue-shr,,,
yun-hsien,,,
hsuan-hsi,,,
chien-ho,,,
yuan-fang,,,
fung-foang,,,
tun-hung,,,
pao-fang,,,
cheng-chen,,,
bing-fei,,,
kuang-lieh,,,
shun-chung,,,
long-sun,,,
yu-yueh,,,
shyh-tirng,,,
ya wen,,,
che-cheng,,,
shih-hsiang,,,
wen-ho,,,
chin-ting,,,
po-hsueh,,,
kuang-yuan,,,
feng-shiun,,,
chien hung,,,
his-hsun,,,
sung-kao,,,
tsung-yueh,,,
tsu-nan,,,
fei-fan,,,
jui-meng,,,
szu-sheng,,,
shen-de,,,
yi-hsiun,,,
yi-chu,,,
tsung jen,,,
jiun-fang,,,
yao-hsiang,,,
yen-hsin,,,
hsin-mei,,,
ya-lien,,,
ping-i,,,
kuo-chio,,,
shih-yao,,,
fong-lung,,,
chun hua,,,
wen jen,,,
tsang-ming,,,
lieh-kwang,,,
lien-jin,,,
chia-mou,,,
ko-yu,,,
eer-wen,,,
hao-ting,,,
su-huan,,,
shang-fei,,,
shan-lung,,,
ying-xiong,,,
ben-chuan,,,
hsu-heng,,,
chein-chun,,,
chin-li,,,
tai-in,,,
te-jeng,,,
chi-yee,,,
chao-hsuan,,,
tsan-lin,,,
pi-chiu,,,
kaung-lin,,,
yeh-ching,,,
tuan-mei,,,
tze-chern,,,
shan-non,,,
meng-hsien,,,
tzong-dar,,,
hau-wei,,,
tsungyi,,,
chi long,,,
yang-tzung,,,
chin-biau,,,
pie-yau,,,
jyun-jie,,,
xin-an,,,
koilpitchai,,,
huey-kang,,,
shih-bou,,,
shen-yin,,,
hsien wen,,,
hao-xiang,,,
kuo-mang,,,
chao-liang,,,
tien-chang,,,
tzu-pei,,,
pin-hsien,,,
zhen-u,,,
bin-hui,,,
zhi-chun,,,
meng-luen,,,
hsieh-shyh,,,
chih-hone,,,
hsuan-ming,,,
min-jen,,,
shyue-kung,,,
chung-hsiang,,,
shih-guei,,,
jenn-wei,,,
sen-shyong,,,
chao-jie,,,
chen-bau,,,
shyh-chyi,,,
kuang-hsiung,,,
wen yu,,,
jiun-ming,,,
chau-da,,,
jyh-cheng,,,
an-chung,,,
yih-chin,,,
chang-tai,,,
chun-kong,,,
shao-feng,,,
shun ping,,,
chia-chern,,,
hao-chiao,,,
guang-way,,,
tsu-yao,,,
wen-yun,,,
shou te,,,
si-iyue,,,
raylin,,,
hung-yin,,,
ta-yu,,,
jiunn-shiuh,,,
chi-yao,,,
yilei,,,
ya-pei,,,
chia-shen,,,
bing-yu,,,
tai-shuan,,,
chyi-shyuan,,,
mairo,,,
yen-li,,,
hsin-hsiung,,,
chorng-shyan,,,
nai-hsuan,,,
cheng-teng,,,
chao-song,,,
pin-hao,,,
i-huei,,,
chiao-ling,,,
yin yu,,,
tsan-yuan,,,
ting-sing,,,
ya-nan,,,
chin-fong,,,
syuan-yi,,,
jian-ren,,,
hong-yang,,,
ying-hsiu,,,
yu-chiuan,,,
ying-teng,,,
i-bing,,,
huey-ru,,,
shao-yen,,,
jaw-shiun,,,
ming-shiou,,,
tao-chih,,,
chawshiang,,,
dung-yian,,,
chi-hsuen,,,
yue-ho,,,
shyue-win,,,
hua-shan,,,
zhao-ping,,,
kang-chin,,,
yao-tang,,,
shin-bin,,,
yung-shiang,,,
chung-hsi,,,
shen-i,,,
chi-lien,,,
pi-chu,,,
kai-ta,,,
ji-mei,,,
kung-shuan,,,
taso-fa,,,
chia-yin,,,
tai-kang,,,
yu chia,,,
chu shan,,,
teng-hai,,,
jyuan-jyuan,,,
wan-ju,,,
pei-tai,,,
cheng chieh,,,
horng-kuang,,,
hsiang-jui,,,
shuen-cheng,,,
chi-ruey,,,
chao-yin,,,
chu-hui,,,
you shiuan,,,
yan-bin,,,
i-linag,,,
gwo-jen,,,
tsorng-yang,,,
fansen,,,
hao-fan,,,
mohamad-hussein,,,
jui-nan,,,
jihi-yu,,,
wen-home,,,
mao-ching,,,
hsiao-lei,,,
lin-chieh,,,
cho-han,,,
jing-yih,,,
tun-li,,,
terng-yin,,,
bing-huan,,,
kai-feng,,,
sung-nan,,,
shin-shiuan,,,
tzung-ren,,,
hsi-lu,,,
chien-kun,,,
chiu-mao,,,
bo-xin,,,
liang-te,,,
su-miao,,,
jyun-ji,,,
huan tsai,,,
chin-hone,,,
che-hsueh,,,
dar-cherng,,,
pan-chih,,,
tsung ching,,,
jan-hao,,,
juo-rui,,,
shih min,,,
ho-ngoc,,,
pi-hung,,,
bor-heng,,,
kuo-jui,,,
jing-huan,,,
kuang-yau,,,
hsiao-loung,,,
shihwoei,,,
ting-chi,,,
hua-hung,,,
hsih-chin,,,
yuan-ning,,,
shih-meng,,,
chung-tien,,,
hsu-shun,,,
guang-yaw,,,
gin-jei,,,
yen-sen,,,
suz-hua,,,
yi-yao,,,
liang-xiang,,,
fong-luan,,,
tsai-pao,,,
chau-chun,,,
ting-fa,,,
jyh-chun,,,
tsui-yu,,,
zong-zian,,,
po-hua,,,
hung yuan,,,
jin-chun,,,
sih-ren,,,
yung-zhang,,,
shuenn-gi,,,
che ming,,,
yeh-chien,,,
chan-hsiao,,,
chuan-mu,,,
mu-chu,,,
hua-hsin,,,
kuan-hsiung,,,
kung-chien,,,
her-yueh,,,
shung-chin,,,
ying-te,,,
i-yu,,,
bor-ru,,,
nai-ming,,,
jin-jia,,,
jong-ming,,,
chun-yih,,,
hung-tu,,,
tsun-hsi,,,
hsuehkuan,,,
ya-na,,,
yun-huin,,,
ku-chung,,,
yi-hao,,,
chen-chen,,,
ren-meng,,,
fan-dan,,,
chieh-ming,,,
mu-gi,,,
hsu-yuan,,,
hsienchih,,,
hiu-lan,,,
shyh-shin,,,
jr-wei,,,
din-ji,,,
chu-yang,,,
cheng-kun,,,
jr-huang,,,
chui-kuei,,,
pai-yu,,,
hsien-yung,,,
hsi-ling,,,
kwen-jin,,,
wen-jar,,,
sheng-lin,,,
jer-shien,,,
schang-jin,,,
wei sen,,,
chian-kai,,,
kuang-pi,,,
hann-jye,,,
shen bo,,,
chiung wen,,,
bau-ru,,,
yueh-chin,,,
tzo-ing,,,
jia-yi,,,
siang-yu,,,
jain-chung,,,
lan-feng,,,
jung-zong,,,
jenhui,,,
chen-ping,,,
min-chao,,,
hsi-mien,,,
yin-yu,,,
yi ju,,,
chuan-yu,,,
kei-chien,,,
hsing-hui,,,
wen-hsia,,,
kun-tien,,,
chin-tsan,,,
ching-tzer,,,
jian-jhih,,,
peng-yih,,,
yuan-hsin,,,
jia-jang,,,
gwo-huei,,,
kuei-chiang,,,
yu-tong,,,
chun-pu,,,
shing-kuo,,,
pai-chi,,,
charles tak ming,,,
je-kuan,,,
jaw-ji,,,
pei-fen,,,
chao-,,,
hsiang-yao,,,
ya-hsin,,,
hsiang-chia,,,
szu-jung,,,
yuh-ying,,,
tsz-hsuan,,,
po-tin,,,
ching-hu,,,
te-fu,,,
cheng hsin,,,
ying-yie,,,
ya-lun,,,
win-san,,,
yung-chiang,,,
shang-shin,,,
shau-chuo,,,
shu min,,,
wen-zhong,,,
hwen-fen,,,
long-siang,,,
jui-kai,,,
bor-zen,,,
chiung-han,,,
rung-chi,,,
ai-lien,,,
ho-chao,,,
shyh-hong,,,
cheng-an,,,
chiy-ray,,,
chyi-pyn,,,
yeh-chin,,,
teng-yao,,,
chung-sen,,,
ding-zheng,,,
huai-lei,,,
ching-tan,,,
jenshou,,,
sui-shang,,,
i-chu,,,
fu-kang,,,
shen-min,,,
lien-wei,,,
chien-da,,,
tien-jung,,,
yu-syun,,,
ya ching,,,
ing-er,,,
chou-pou,,,
shiou-yi,,,
jia-tsrong,,,
chi-jie,,,
jung-yao,,,
hung ying,,,
ko-chia,,,
feng-gang,,,
yueh-ting,,,
guan-ren,,,
chia- cheng,,,
sen-hao,,,
yang-chih,,,
tai-hsin,,,
jwu-e,,,
sung-jen,,,
jin-shou,,,
i-i,,,
he-yi,,,
yeou-lang,,,
shu-ya,,,
wen-chou,,,
chung-long,,,
fu-jier,,,
chua-chin,,,
i-chiung,,,
yen-shun,,,
chin-bian,,,
jau-tyne,,,
shyan-lung,,,
tze-fen,,,
david-yu,,,
yi-chiang,,,
chiang-chen,,,
jih-shin,,,
kun-tang,,,
ying-zhong,,,
tai-lee,,,
swei-ing,,,
an-ting,,,
hsiu-yu,,,
kun-wang,,,
chun-jean,,,
yu-choung,,,
hsiu-li,,,
i-pen,,,
tsai-jiun,,,
hung-nan,,,
shin-wei,,,
fu-tzao,,,
li-ang,,,
cheng-tai,,,
yuan-chun,,,
maw-kuen,,,
yaw-terng,,,
kuo ping,,,
ju-ping,,,
lin-an,,,
tsung-ke,,,
shang-chieh,,,
ming-yeon,,,
hua-kuang,,,
chang-lien,,,
chian-ting,,,
tung-yuo,,,
yueh-chiu,,,
din-chang,,,
jui-tsung,,,
bih-tiao,,,
tone-xuan,,,
yi- jie,,,
chio-lien,,,
chou-hsien,,,
chin-yih,,,
sheng-hsien,,,
tzu-chang,,,
che-ping,,,
chen san,,,
mean-jue,,,
chung-cho,,,
hung-wel,,,
yuhung,,,
chuan-hsiang,,,
pei-rong,,,
ko-feng,,,
jung-nan,,,
sheah,,,
zhen-yuan,,,
shi-jie,,,
shen-kun,,,
feng-yin,,,
chu-shan,,,
terng-an,,,
yean-hung,,,
huei-wun,,,
tse wen,,,
jhi-cherng,,,
jian-jia,,,
jiun-shyong,,,
sheng-chia,,,
yingren,,,
der-fang,,,
yij chieh,,,
chuan-chin,,,
en-guang,,,
yen-ning,,,
ji-wei,,,
de-zhang,,,
yuan-yi,,,
yao-jia,,,
hsi-yan,,,
chu-chun,,,
ming-tsong,,,
juin-jie,,,
mifong,,,
ming-shang,,,
sung-ying,,,
yi-shiang,,,
liang-chern,,,
tung-huang,,,
hsuan-te,,,
charng-yen,,,
jun hsiung,,,
shou-ting,,,
hsuan-wu,,,
toung-chun,,,
gerng-horng,,,
yao-wun,,,
nen-tsua,,,
chia-yung,,,
jia-chyi,,,
tai-jan,,,
bao-hung,,,
yu-jhu,,,
yaw-shun,,,
jhen-yang,,,
tung-hua,,,
huan-yun,,,
yeu-kuang,,,
yiu-chuan,,,
hsiang-ping,,,
kuan-yin,,,
tsan-hsiung,,,
hong-jye,,,
kuei ju,,,
gen-chi,,,
chien-mo,,,
tan-wee,,,
jenher,,,
shi-chiung,,,
yen-hsing,,,
wen-kao,,,
eng-jay,,,
heng-kai,,,
wen-chia,,,
ning-yuan,,,
jei-li,,,
sa-lly,,,
jing ruei,,,
jann-shyang,,,
tsung-kuo,,,
hung-hsien,,,
juin-yi,,,
jong-fu,,,
meng chieh,,,
shuang-yuan,,,
ya-kuang,,,
how-jung,,,
chin-,,,
yi-kuan,,,
lin yun,,,
yue-ru,,,
shu-i,,,
sheuan-perng,,,
shyh-tsong,,,
charng-cherng,,,
ih-hwa,,,
chi jen,,,
yi-chiu,,,
chune-ching,,,
bing-shiang,,,
san-yiou,,,
chu wei,,,
chang-huei,,,
hsueh-fen,,,
guo-ning,,,
yung-chong,,,
jyh-chin,,,
miya (yi-cheng),,,
lin-yao,,,
ming-lin,,,
wan-jen,,,
weisen,,,
ren-jie,,,
jen-hsuen,,,
a-ming,,,
chia-mu,,,
moai,,,
shu-fong,,,
ya-chang,,,
fei-shun,,,
ray-chin,,,
jar-haw,,,
shyh feng,,,
pao-ming,,,
kou-rueh,,,
kuan-luan,,,
tz-jun,,,
yang-fang,,,
shao-ta,,,
tzuo-chun,,,
bing-jhe,,,
wen-shing,,,
jin-ten,,,
shou-hsing,,,
yu ming,,,
hsi-huang,,,
hao-hung,,,
fang-chun,,,
yi-ho,,,
chiu-yen,,,
yu-lian,,,
choung-lii,,,
chih-huong,,,
yu-tse,,,
jyun-lin,,,
chia-meng,,,
yukao,,,
ko-chun,,,
woan-jen,,,
pei-sun,,,
chen-heng,,,
kang-yi,,,
chiao-kuen,,,
shun-ta,,,
heng-sung,,,
di-shing,,,
kuen-suey,,,
jiun-shiung,,,
shing-yih,,,
bor chiuan,,,
tzung-da,,,
chun-hsiun,,,
yeou-ming,,,
mei-han,,,
christianto,,,
szu-liang,,,
hung-shing,,,
jian-kao,,,
funder,,,
peng-feng,,,
yan-chang,,,
kuo-su,,,
ching-paio,,,
s r,,,
jueh-cheng,,,
shiou-hung,,,
tzulin,,,
shien-kuei,,,
cheng-syun,,,
jeng-yow,,,
pang-ming,,,
shu-yean,,,
chiao-yi,,,
chi-rung,,,
hai-chau,,,
chen-min,,,
you-zhong,,,
ling-yin,,,
huanghsiung,,,
lynn ling-huei,,,
cho-liang,,,
ji-kuang,,,
peng-chia,,,
chou-jeng,,,
bei-chuan,,,
yan-heng,,,
hong-yuan,,,
chian-chi,,,
yi-jou,,,
kun-pu,,,
pei-si,,,
yieh-ran,,,
hsiu-ju,,,
chun-chiao,,,
mingchuan,,,
teh-chiu,,,
sheng-wang,,,
sen-kung,,,
shune-long,,,
shau-wei,,,
yen-pang,,,
lin-abel,,,
san-bao,,,
hongru,,,
ching-horng,,,
pei-lien,,,
shaw-ming,,,
chin-yeh,,,
ching-kai,,,
miao-juei,,,
guey-yueh,,,
kuen-jer,,,
bii-jung,,,
sheng-long,,,
juinn-dar,,,
